[ERROR] [2017-05-08 10:23:26,875] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 14:11:37,823] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,823] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,823] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,824] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,824] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,824] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,824] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,824] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,824] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,824] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,824] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,824] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,824] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,824] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,824] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,824] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,825] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,825] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,825] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,825] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,825] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,825] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,825] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,825] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,825] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,825] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,825] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,825] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,825] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:37,826] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,134] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,135] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,135] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,135] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,135] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,135] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,135] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,136] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,136] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,136] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,136] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,136] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,136] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,137] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,137] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,137] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,137] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,137] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,137] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,137] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,137] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,137] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,137] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,138] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,138] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,138] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,138] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,138] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,138] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,138] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,138] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,138] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,138] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,138] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,139] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,139] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,139] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,139] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,139] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,139] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,139] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,139] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,139] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,139] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,139] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,140] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,140] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,140] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,140] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,140] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,140] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,140] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,140] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,140] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,140] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,141] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,141] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,141] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,141] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,141] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,141] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,142] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,142] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,142] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,142] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,142] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,143] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,143] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,143] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,143] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,143] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,143] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,144] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,144] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,144] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,144] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,144] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,144] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,144] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,145] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,145] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,145] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,145] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,145] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,145] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,146] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,146] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,146] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,146] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,146] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,146] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,147] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,147] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,147] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,147] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,147] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,147] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,147] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,147] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,148] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,148] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,148] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,148] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,148] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,148] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,148] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,148] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,148] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,148] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,148] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,149] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,149] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,149] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,149] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,149] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,149] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,149] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,149] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,149] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,149] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,149] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,149] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,149] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,150] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,150] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,150] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,150] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,150] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,150] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,150] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,150] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,150] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,150] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,150] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,150] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,151] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,151] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:39,151] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,357] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,357] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,357] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,358] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,358] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,358] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,358] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,358] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,358] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,358] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,358] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,358] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,359] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,359] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,359] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,359] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,359] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,359] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,359] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,359] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,359] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,360] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,360] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,361] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,361] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,361] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,361] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,361] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,361] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,361] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,361] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,361] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,361] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,362] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,362] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,362] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,362] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,362] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,362] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,362] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,362] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,362] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,362] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,362] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,362] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,363] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,363] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,363] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,363] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,363] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,363] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,363] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,363] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,363] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,363] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,364] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,364] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,364] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,364] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,364] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,364] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,364] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,364] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:11:40,364] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
